12609.52,-9068.44,350.925180068,126
12609.52,-6713.240000000001,-1.38270510429,126
12609.52,-7184.280000000001,356.975541567,126
12609.52,-9068.44,350.925180068,126
12609.52,-7890.84,354.61020248,126
15200.24,-8361.880000000001,357.832037595,126
14022.640000000001,-5535.64,5.10554445851,126
12609.52,-7890.84,354.61020248,126
12609.52,-5535.64,2.94618412888,126
14022.640000000001,-7890.84,357.280499623,126
10254.32,-10717.08,340.38379233,128
10960.880000000001,-11894.68,339.308281422,128
12138.480000000001,-13072.28,339.526638694,128
12138.480000000001,-10246.04,346.480318541,128
12609.52,-13072.28,340.61558961,128
9076.720000000001,-11423.640000000001,335.116993011,128
10960.880000000001,-12601.24,337.665467821,128
12609.52,-11894.68,343.31885647,128
12138.480000000001,-11423.640000000001,343.385626255,128
11431.92,-13072.28,337.818109939,128
4366.320000000001,-18253.72,310.100364541,129
7899.12,-18724.760000000002,319.520546754,129
7899.12,-17311.64,321.174607062,129
8605.68,-17311.64,323.080029791,129
7428.08,-17311.64,319.871097382,129
6250.4800000000005,-17311.64,316.500335614,129
7899.12,-21786.52,316.576972089,129
6250.4800000000005,-13072.28,322.202575408,129
8605.68,-17311.64,323.080029791,129
6250.4800000000005,-18724.760000000002,315.10732648,129
6721.52,-25790.36,311.255450659,131
5543.92,-23435.16,309.9573433,131
3188.7200000000003,-21786.52,304.974695573,131
2717.6800000000003,-21786.52,303.758314297,131
2717.6800000000003,-23435.16,303.262701199,131
5543.92,-24612.760000000002,309.341675424,131
4366.320000000001,-24141.72,306.899695803,131
4366.320000000001,-23435.16,307.201937029,131
5072.88,-21786.52,309.755368817,131
3188.7200000000003,-26967.960000000003,303.391293013,131
-816.0400000000001,-30029.72,295.091293687,133
3188.7200000000003,-28852.120000000003,302.954592207,133
3188.7200000000003,-28145.56,303.111590612,133
833.52,-27674.52,298.373041458,133
1540.0800000000002,-28852.120000000003,299.703347067,133
833.52,-28145.56,298.344186581,133
-345.0,28614.760000000002,117.338655159,133
1540.0800000000002,-27674.52,299.83309994,133
362.48,-29323.16,297.356118896,133
3188.7200000000003,-30029.72,302.709156282,133
-3877.8,20136.04,127.548465598,134
-3877.8,22491.24,126.430296788,134
-4348.84,22962.280000000002,127.372153619,134
-4348.84,24375.4,126.763654498,134
-5526.4400000000005,21784.68,130.882659351,134
-6704.04,25553.0,131.348594513,134
-3171.2400000000002,21784.68,124.930374144,134
-5526.4400000000005,22491.24,130.452842688,134
-4348.84,26259.56,126.051283463,134
-6233.0,22962.280000000002,131.83461279,134
-5055.400000000001,20607.08,130.431672148,137
-3877.8,17780.84,128.95081177,137
-7410.6,17074.280000000002,140.109756834,137
-5055.400000000001,17074.280000000002,133.141003336,137
-5055.400000000001,16603.24,133.582477216,137
-6704.04,17780.84,137.306204118,137
-5526.4400000000005,17074.280000000002,134.583124751,137
-7410.6,19429.48,137.525246299,137
-6704.04,18251.88,136.816517806,137
-3171.2400000000002,20607.08,125.39655082,137
-7410.6,17780.84,139.273017011,138
-7881.64,11892.84,150.181179452,138
-6233.0,11186.28,145.774460381,138
-9059.24,13070.44,151.374069048,138
-8588.2,8360.04,162.419168392,138
-6704.04,11186.28,147.582532582,138
-9059.24,13541.480000000001,150.430382776,138
-9765.800000000001,13070.44,153.413757874,138
-9059.24,11892.84,153.945828254,138
-6704.04,11186.28,147.582532582,138
-13534.12,6475.88,181.077451598,140
-10236.84,3178.6000000000004,189.398008747,140
-12121.0,7182.4400000000005,175.998533088,140
-11414.44,8831.08,168.91962419,140
-10943.4,7182.4400000000005,173.369950693,140
-11414.44,6475.88,177.079869788,140
-10943.4,7182.4400000000005,173.369950693,140
-11414.44,4827.24,183.724075609,140
-13063.08,7653.4800000000005,176.282435337,140
-9765.800000000001,5298.280000000001,178.166546908,140
-13063.08,352.36,205.102783497,141
-17773.48,2001.0,200.22438053,141
-11414.44,823.4000000000001,202.521908359,141
-13063.08,1529.96,199.967788526,141
-10236.84,-2003.76,217.722943852,141
-14240.68,-355.12,208.07637921,141
-11414.44,1529.96,199.013623803,141
-13063.08,-1532.72,213.339932481,141
-13063.08,823.4000000000001,203.041158946,141
-13534.12,1529.96,200.198288172,141
-14711.720000000001,-4358.96,223.15200715,143
-15418.28,-6714.16,230.179450335,143
-16595.88,-7420.72,230.739328242,143
-14240.68,-5536.56,227.893214943,143
-16595.88,-5065.52,223.621523589,143
-13534.12,-5536.56,228.896458449,143
-15418.28,-5065.52,224.835304439,143
-16595.88,-6243.12,227.263433214,143
-14711.720000000001,-6243.12,229.642495251,143
-15418.28,-6243.12,228.691739908,143
-13063.08,-1532.72,213.339932481,144
-16595.88,-13308.720000000001,245.375032391,144
-17066.920000000002,-10953.52,239.340167785,144
-17773.48,-9069.36,233.681967583,144
-15889.320000000002,-10953.52,241.228858523,144
-15889.320000000002,-10953.52,241.228858523,144
-19422.120000000003,-12602.16,239.625656809,144
-18244.52,-12602.16,241.282151933,144
-19422.120000000003,-12602.16,239.625656809,144
-17773.48,-11424.560000000001,239.380267938,144
-18244.52,-18254.64,251.663775965,146
-17066.920000000002,-19903.280000000002,256.035037564,146
-19422.120000000003,-19903.280000000002,252.348888645,146
-19422.120000000003,-19903.280000000002,252.348888645,146
-18951.08,-18254.64,250.57551666,146
-19422.120000000003,-17548.08,248.74601861,146
-17066.920000000002,-18254.64,253.573787481,146
-17773.48,-20609.84,255.874116698,146
-17773.48,-18254.64,252.413036492,146
-16595.88,-22258.48,259.939748701,146
-18244.52,-23436.08,258.747844856,147
-20599.72,-24613.68,256.7211999,147
-21777.32,-25791.280000000002,256.471227616,147
-17773.48,-24613.68,260.814928569,147
-22483.88,-26968.88,256.830016792,147
-20599.72,-24142.64,256.175404108,147
-21777.32,-24613.68,255.146616092,147
-19422.120000000003,-25791.280000000002,259.666319212,147
-21777.32,-22258.48,252.273910863,147
-21306.280000000002,-26497.84,257.84595971,147
-20599.72,28613.84,152.398816586,150
-21777.32,-30030.640000000003,260.699392958,150
-22483.88,-30030.640000000003,259.825765514,150
-20128.68,29791.440000000002,150.692940644,150
-22954.920000000002,-29324.08,258.594013721,150
-22483.88,29084.88,154.353476218,150
-22483.88,28613.84,154.807068896,150
-21777.32,-29324.08,260.048725635,150
-21777.32,-28853.04,259.603592254,150
-21777.32,-29324.08,260.048725635,150
-21777.32,25316.56,157.350027006,151
-21306.280000000002,24610.0,157.532495885,151
-20128.68,22254.8,158.776118127,151
-22483.88,25316.56,158.256477077,151
-20128.68,25316.56,155.135383076,151
-21777.32,25787.600000000002,156.828582026,151
-22483.88,26729.68,156.71702201,151
-19422.120000000003,26729.68,152.650514208,151
-21777.32,26729.68,155.818431011,151
-19422.120000000003,25316.56,154.142248839,151
-19422.120000000003,18250.96,163.428495989,152
-21306.280000000002,18722.0,165.341856259,152
-21777.32,17073.36,168.551539618,152
-21306.280000000002,19899.600000000002,163.603084986,152
-22954.920000000002,18722.0,167.447254089,152
-23661.48,19899.600000000002,166.583635426,152
-21306.280000000002,17544.4,167.178551902,152
-20128.68,18722.0,163.721512013,152
-22954.920000000002,18722.0,167.447254089,152
-25310.120000000003,19428.56,169.137316404,152
-20599.72,10478.800000000001,179.686062571,154
-22483.88,11185.36,180.198301115,154
-21306.280000000002,9301.2,183.064341992,154
-22483.88,10007.76,182.653649899,154
-22483.88,10478.800000000001,181.659623947,154
-23661.48,11185.36,181.346643557,154
-22954.920000000002,11185.36,180.669070458,154
-23661.48,11185.36,181.346643557,154
-24132.52,10478.800000000001,183.176485556,154
-21306.280000000002,12834.0,175.584911986,154
-23661.48,8830.16,186.182962304,157
-25310.120000000003,4355.28,196.884244466,157
-23661.48,2706.6400000000003,200.122182085,157
-22483.88,2000.0800000000002,201.56445684,157
-24132.52,2000.0800000000002,201.910098829,157
-22954.920000000002,822.48,204.595846797,157
-22954.920000000002,3177.6800000000003,198.766448965,157
-23661.48,4355.28,196.218409482,157
-22483.88,1529.04,202.757419972,157
-22954.920000000002,3177.6800000000003,198.766448965,157
-25310.120000000003,-3888.84,215.382940209,159
-25310.120000000003,-3888.84,215.382940209,159
-25310.120000000003,-6715.08,221.506821869,159
-22954.920000000002,-7421.64,224.564620262,159
-24132.52,-5537.4800000000005,219.57133765,159
-24839.08,-6244.04,220.758508928,159
-22954.920000000002,-4359.88,217.402111213,159
-23661.48,-4359.88,217.088143442,159
-20599.72,-6244.04,223.510620651,159
-22954.920000000002,-5537.4800000000005,220.210392501,159
-24839.08,-12367.560000000001,233.116939732,160
-25310.120000000003,-13545.16,234.802143037,160
-26016.68,-11425.480000000001,230.35704009,160
-26487.72,-11425.480000000001,229.980845362,160
-25310.120000000003,-12367.560000000001,232.689916505,160
-26487.72,-11425.480000000001,229.980845362,160
-25310.120000000003,-10954.44,230.051270312,160
-24132.52,-10247.880000000001,229.656404937,160
-22954.920000000002,-9776.84,229.717762083,160
-24132.52,-11425.480000000001,231.982985159,160
-25310.120000000003,-17784.52,241.74223695,162
-21777.32,-18962.120000000003,247.694888234,162
-27194.280000000002,-18962.120000000003,241.535313657,162
-25310.120000000003,-18962.120000000003,243.488118954,162
-23661.48,-20139.72,247.051010124,162
-26016.68,-20610.760000000002,245.034623274,162
-26487.72,-20610.760000000002,244.535270917,162
-25310.120000000003,-21317.32,246.753478723,162
